 time            time            v(in_power)     v(out_power)    power_diss      energy         
 1.59050000e-08  1.59050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59150000e-08  1.59150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59250000e-08  1.59250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59350000e-08  1.59350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59450000e-08  1.59450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59550000e-08  1.59550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59650000e-08  1.59650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59750000e-08  1.59750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886010e-15 
 1.59850000e-08  1.59850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.59950000e-08  1.59950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60050000e-08  1.60050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60150000e-08  1.60150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60250000e-08  1.60250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60350000e-08  1.60350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60450000e-08  1.60450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60550000e-08  1.60550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60650000e-08  1.60650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60750000e-08  1.60750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60850000e-08  1.60850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886011e-15 
 1.60950000e-08  1.60950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61050000e-08  1.61050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61150000e-08  1.61150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61250000e-08  1.61250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61350000e-08  1.61350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61450000e-08  1.61450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61550000e-08  1.61550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61650000e-08  1.61650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61750000e-08  1.61750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61850000e-08  1.61850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.61950000e-08  1.61950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.62050000e-08  1.62050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886012e-15 
 1.62150000e-08  1.62150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62250000e-08  1.62250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62350000e-08  1.62350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62450000e-08  1.62450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62550000e-08  1.62550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62650000e-08  1.62650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62750000e-08  1.62750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62850000e-08  1.62850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.62950000e-08  1.62950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.63050000e-08  1.63050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.63150000e-08  1.63150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886013e-15 
 1.63250000e-08  1.63250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63350000e-08  1.63350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63450000e-08  1.63450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63550000e-08  1.63550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63650000e-08  1.63650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63750000e-08  1.63750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63850000e-08  1.63850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.63950000e-08  1.63950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.64050000e-08  1.64050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.64150000e-08  1.64150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.64250000e-08  1.64250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.64350000e-08  1.64350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886014e-15 
 1.64450000e-08  1.64450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.64550000e-08  1.64550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.64650000e-08  1.64650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.64750000e-08  1.64750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.64850000e-08  1.64850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.64950000e-08  1.64950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.65050000e-08  1.65050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.65150000e-08  1.65150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.65250000e-08  1.65250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.65350000e-08  1.65350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.65450000e-08  1.65450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886015e-15 
 1.65550000e-08  1.65550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.65650000e-08  1.65650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.65750000e-08  1.65750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.65850000e-08  1.65850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.65950000e-08  1.65950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66050000e-08  1.66050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66150000e-08  1.66150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66250000e-08  1.66250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66350000e-08  1.66350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66450000e-08  1.66450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66550000e-08  1.66550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66650000e-08  1.66650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886016e-15 
 1.66750000e-08  1.66750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.66850000e-08  1.66850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.66950000e-08  1.66950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67050000e-08  1.67050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67150000e-08  1.67150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67250000e-08  1.67250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67350000e-08  1.67350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67450000e-08  1.67450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67550000e-08  1.67550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67650000e-08  1.67650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67750000e-08  1.67750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886017e-15 
 1.67850000e-08  1.67850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.67950000e-08  1.67950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68050000e-08  1.68050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68150000e-08  1.68150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68250000e-08  1.68250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68350000e-08  1.68350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68450000e-08  1.68450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68550000e-08  1.68550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68650000e-08  1.68650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68750000e-08  1.68750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68850000e-08  1.68850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886018e-15 
 1.68950000e-08  1.68950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69050000e-08  1.69050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69150000e-08  1.69150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69250000e-08  1.69250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69350000e-08  1.69350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69450000e-08  1.69450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69550000e-08  1.69550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69650000e-08  1.69650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69750000e-08  1.69750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69850000e-08  1.69850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.69950000e-08  1.69950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.70050000e-08  1.70050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886019e-15 
 1.70150000e-08  1.70150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70250000e-08  1.70250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70350000e-08  1.70350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70450000e-08  1.70450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70550000e-08  1.70550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70650000e-08  1.70650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70750000e-08  1.70750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70850000e-08  1.70850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.70950000e-08  1.70950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.71050000e-08  1.71050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.71150000e-08  1.71150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886020e-15 
 1.71250000e-08  1.71250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71350000e-08  1.71350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71450000e-08  1.71450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71550000e-08  1.71550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71650000e-08  1.71650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71750000e-08  1.71750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71850000e-08  1.71850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.71950000e-08  1.71950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.72050000e-08  1.72050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.72150000e-08  1.72150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.72250000e-08  1.72250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.72350000e-08  1.72350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886021e-15 
 1.72450000e-08  1.72450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.72550000e-08  1.72550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.72650000e-08  1.72650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.72750000e-08  1.72750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.72850000e-08  1.72850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.72950000e-08  1.72950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.73050000e-08  1.73050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.73150000e-08  1.73150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.73250000e-08  1.73250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.73350000e-08  1.73350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.73450000e-08  1.73450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886022e-15 
 1.73550000e-08  1.73550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.73650000e-08  1.73650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.73750000e-08  1.73750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.73850000e-08  1.73850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.73950000e-08  1.73950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74050000e-08  1.74050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74150000e-08  1.74150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74250000e-08  1.74250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74350000e-08  1.74350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74450000e-08  1.74450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74550000e-08  1.74550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74650000e-08  1.74650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886023e-15 
 1.74750000e-08  1.74750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.74850000e-08  1.74850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.74950000e-08  1.74950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75050000e-08  1.75050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75150000e-08  1.75150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75250000e-08  1.75250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75350000e-08  1.75350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75450000e-08  1.75450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75550000e-08  1.75550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75650000e-08  1.75650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75750000e-08  1.75750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886024e-15 
 1.75850000e-08  1.75850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.75950000e-08  1.75950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76050000e-08  1.76050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76150000e-08  1.76150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76250000e-08  1.76250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76350000e-08  1.76350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76450000e-08  1.76450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76550000e-08  1.76550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76650000e-08  1.76650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76750000e-08  1.76750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76850000e-08  1.76850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886025e-15 
 1.76950000e-08  1.76950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77050000e-08  1.77050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77150000e-08  1.77150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77250000e-08  1.77250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77350000e-08  1.77350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77450000e-08  1.77450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77550000e-08  1.77550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77650000e-08  1.77650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77750000e-08  1.77750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77850000e-08  1.77850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.77950000e-08  1.77950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.78050000e-08  1.78050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886026e-15 
 1.78150000e-08  1.78150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78250000e-08  1.78250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78350000e-08  1.78350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78450000e-08  1.78450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78550000e-08  1.78550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78650000e-08  1.78650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78750000e-08  1.78750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78850000e-08  1.78850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.78950000e-08  1.78950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.79050000e-08  1.79050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.79150000e-08  1.79150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886027e-15 
 1.79250000e-08  1.79250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79350000e-08  1.79350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79450000e-08  1.79450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79550000e-08  1.79550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79650000e-08  1.79650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79750000e-08  1.79750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79850000e-08  1.79850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.79950000e-08  1.79950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.80050000e-08  1.80050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.80150000e-08  1.80150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.80250000e-08  1.80250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.80350000e-08  1.80350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886028e-15 
 1.80450000e-08  1.80450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.80550000e-08  1.80550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.80650000e-08  1.80650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.80750000e-08  1.80750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.80850000e-08  1.80850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.80950000e-08  1.80950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.81050000e-08  1.81050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.81150000e-08  1.81150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.81250000e-08  1.81250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.81350000e-08  1.81350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.81450000e-08  1.81450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886029e-15 
 1.81550000e-08  1.81550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.81650000e-08  1.81650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.81750000e-08  1.81750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.81850000e-08  1.81850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.81950000e-08  1.81950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82050000e-08  1.82050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82150000e-08  1.82150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82250000e-08  1.82250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82350000e-08  1.82350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82450000e-08  1.82450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82550000e-08  1.82550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82650000e-08  1.82650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886030e-15 
 1.82750000e-08  1.82750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.82850000e-08  1.82850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.82950000e-08  1.82950000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83050000e-08  1.83050000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83150000e-08  1.83150000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83250000e-08  1.83250000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83350000e-08  1.83350000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83450000e-08  1.83450000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83550000e-08  1.83550000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83650000e-08  1.83650000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83750000e-08  1.83750000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886031e-15 
 1.83850000e-08  1.83850000e-08  0.00000000e+00  1.20000000e+00  8.74633048e-14  6.17886032e-15 
